Facility Name,Company,Facility Type,Facility Detail,Capacity,Railroads,Port,Car Spot,latitude,longitude
Sturgeon Falls,Goulard Lumber (1971) Ltd.,Forest Products Mill,Saw,,,,,46.38000107,-79.90000153
Saint-Henri-de-Levis,Perfect-Bois Inc.,Forest Products Mill,Saw,,,,,46.68000031,-71.08999634
High Level,Tolko Industries Ltd.,Forest Products Mill,Saw,,,,,58.5,-117.1399994
L'Ascension,Arbec Forest Products,Forest Products Mill,Saw,,,,,48.75,-71.61000061
Saint-Roch de Mékinac,Kruger,Forest Products Mill,Saw,,,,,46.79999924,-72.76999664
Huntsville,Panolam Industries Ltd.,Forest Products Mill,PB,,,,,45.29000092,-79.30999756
Saint-Augustin-de-Woburn,J A Fontaine & Fils (Fontaine inc.),Forest Products Mill,Saw,,,,,45.38999939,-70.86000061
Saints-Anges,Les Industries Picard & Poulin Inc.,Forest Products Mill,Saw,,,,,46.41999817,-70.87999725
Weedon,Blanchette & Blanchette Inc.,Forest Products Mill,Saw,,,,,45.75999832,-71.40000153
Crabtree,Kruger,Forest Products Mill,Pulp,,,,,45.95999908,-73.47000122
Félix Huard,Félix Huard Inc.,Forest Products Mill,Saw,,,,,48.52000046,-68.33999634
New Ross,L. E. Elliott Lumber Ltd.,Forest Products Mill,Saw,,,,,44.74000168,-64.45999908
Scarborough,Atlantic Pkg,Forest Products Mill,Pulp,,,,,43.77000046,-79.26999664
Walkerton,Bester Forest Products,Forest Products Mill,Saw,,,,,44.13000107,-81.15000153
Wiltondale,Wiltondale Lumber Company,Forest Products Mill,Saw,,,,,49.38999939,-57.61000061
Saint-Hilarion,Resolute Forest Products,Forest Products Mill,Saw,,,,,47.56999969,-70.38999939
Nampa,Boucher Bros.,Forest Products Mill,Saw,,,,,56.04999924,-117.1999969
Port Alberni,Franklin Forest Products Inc.,Forest Products Mill,Saw,,,,,49.25999832,-124.8000031
"Barney's River, NS",Williams Bros Ltd,Forest Products Mill,Saw,,,,,45.59999847,-62.27000046
Saint-Raymond,Scierie Dion & Fils Inc.,Forest Products Mill,Saw,,,,,46.88999939,-71.83000183
Williams Lake,Chilcotin Forest Products,Forest Products Mill,Saw,,,,,52.15999985,-122.1900024
Danville,A. T. R. Bois Inc.,Forest Products Mill,Saw,,,,,45.77999878,-72.02999878
Senneterre,Resolute Forest Products,Forest Products Mill,Saw,,,,,48.38000107,-77.23000336
Keswick,Brouwer Wood Inc.,Forest Products Mill,Saw,,,,,44.24000168,-79.48000336
Amos,Amexfor 2002 Inc.,Forest Products Mill,Saw,,,,,48.56999969,-78.13999939
Roblin,Roblin Forest Products,Forest Products Mill,Saw,,,,,51.24000168,-101.3600006
Sechelt,Suncoast Lumber & Milling,Forest Products Mill,Saw,,,,,49.45000076,-123.7099991
Fort St. James Conifex,Conifex Timber Inc.,Forest Products Mill,Saw,,,,,54.43999863,-124.25
Saint-Honore-de-Shenley,Carrier & Begin Inc.,Forest Products Mill,Saw,,,,,45.95999908,-70.83000183
Slocan Springer Creek,Springer Creek Forest Products,Forest Products Mill,Saw,,,,,49.77000046,-117.4700012
Chapais,Barrette-Chapais Ltd.,Forest Products Mill,Saw,,,,,49.79000092,-74.70999908
Haliburton,Haliburton Forest & Wild Life Reserve Ltd.,Forest Products Mill,Saw,,,,,45.22000122,-78.58999634
Utopia,J.D. Irving,Forest Products Mill,Pulp,,,,,45.15000153,-66.76999664
Terrace,General Biofuels,Forest Products Mill,Pellets,,,,,54.52000046,-128.6000061
Portbec /D.G. Forest Products/ St-Come-Liniére,Portbec/D.G. Forest Products,Forest Products Mill,Saw,,,,,46.00999832,-70.48000336
Lac-Frontiere,Preparabois Inc.,Forest Products Mill,Saw,,,,,46.66999817,-70
Breakeyville,Cascades,Forest Products Mill,Pulp,,,,,46.68000031,-71.22000122
New Glasgow,Paper Excellence,Forest Products Mill,Pulp,,,,,45.59000015,-62.65000153
Fort Frances,Resolute,Forest Products Mill,Pulp,,,,,48.61000061,-93.40000153
Lac-Megantic,Energex Pellet Fuel,Forest Products Mill,Pellets,,,,,45.58000183,-70.87999725
Cherry Forest Products,Cherry Forest Products,Forest Products Mill,Saw,,,,,43.45999908,-80.13999939
Houston,Canfor,Forest Products Mill,Saw,,,,,54.38000107,-126.7200012
Powell River,Catalyst,Forest Products Mill,Pulp,,,,,49.84000015,-124.5199966
Taylor,Canfor Co.,Forest Products Mill,Pulp,,,,,56.15999985,-120.6999969
Carrot River,Edgewood Forest Products,Forest Products Mill,Saw,,,,,53.29000092,-103.5599976
Lachute,Cascades,Forest Products Mill,Pulp,,,,,45.65000153,-74.33999634
Saint-Félicien,Resolute,Forest Products Mill,Pulp,,,,,48.65000153,-72.44999695
Saint-Malo,Les Entreprises J.M. Champeau Inc.,Forest Products Mill,Saw,,,,,45.20000076,-71.51000214
Kingsey Falls,Cascades,Forest Products Mill,Pulp,,,,,45.86000061,-72.06999969
Causapscal,Cedrico Lumber Inc.,Forest Products Mill,Saw,,,,,48.34000015,-67.23999786
Saint-Emile,Scierie LeDuc,Forest Products Mill,Saw,,,,,46.86000061,-71.33000183
Chapleau,Devon Mills Ltd.,Forest Products Mill,Saw,,,,,47.84000015,-83.40000153
Chasm,West Fraser Timber Co. Ltd.,Forest Products Mill,Saw,,,,,51.18999863,-121.4899979
Grasmere,McDonald Ranch & Lumber Ltd.,Forest Products Mill,Saw,,,,,49.04000092,-115.0599976
Westwold,Larry Buff Sawmills Ltd,Forest Products Mill,Saw,,,,,50.47000122,-119.7799988
Princeton,Eagle Valley Wood Fuel Pellets - Princeton Co-Generation,Forest Products Mill,Pellets,,,,,49.45000076,-120.5
Dunkley Sawmill,Dunkley,Forest Products Mill,Saw,,,,,53.27999878,-122.4700012
Sault Ste. Marie,Flakeboard Company Ltd.,Forest Products Mill,MDF,,,,,46.52000046,-84.41000366
Middle Musquodoboit,Taylor Lumber Co,Forest Products Mill,Saw,,,,,45.04999924,-63.13999939
Marathon,Protocol Biomass,Forest Products Mill,Pellets,,,,,48.75,-86.43000031
Corner Brook,Kruger,Forest Products Mill,Pulp,,,,,48.95000076,-57.95000076
Val-d'Or,Norbord,Forest Products Mill,OSB,,,,,48.11999893,-77.77999878
Peace River,Daishowa-Marubeni,Forest Products Mill,Pulp,,,,,56.22999954,-117.2900009
Port Alberni/APD,Western Forest Products,Forest Products Mill,Saw,,,,,49.22000122,-124.8099976
Chester,Lester D. Collicutt Forest Products Ltd.,Forest Products Mill,Saw,,,,,44.59000015,-64.26999664
Meteghan,Comeau Lumber,Forest Products Mill,Saw,,,,,44.16999817,-66.18000031
Petawawa,Herb Shaw & Son,Forest Products Mill,Saw,,,,,45.84999847,-77.20999908
Roberval,Leggett & Platt Inc. - Division LeggettWood Inc. - Roberval,Forest Products Mill,Saw,,,,,48.52999878,-72.26000214
Alma,Scierie E. Tremblay & Fils Ltee.,Forest Products Mill,Saw,,,,,48.50999832,-71.58999634
Margaree Valley,B.A. Fraser Lumber Ltd.,Forest Products Mill,Saw,,,,,46.34999847,-60.95999908
Wolfville,Clifford Long & Sons Ltd.,Forest Products Mill,Saw,,,,,45.04999924,-64.41000366
Kamloops,Biosource Power Inc.,Forest Products Mill,Pellets,,,,,50.65999985,-120.3099976
Prince George,Alterna Energy Inc. (Briquettes/Biochar),Forest Products Mill,Pellets,,,,,53.84000015,-122.7399979
Maple Ridge,Noble Custom Cut Ltd.,Forest Products Mill,Saw,,,,,49.16999817,-122.5100021
Hampden,Burton's Cove Logging & Lumber,Forest Products Mill,Saw,,,,,49.52999878,-56.84999847
Youbou,Cowichan Lake Timber,Forest Products Mill,Saw,,,,,48.84000015,-124.0899963
Houston,West Fraser Timber Co. Ltd.,Forest Products Mill,Saw,,,,,54.38999939,-126.7200012
Coaticook,Beaubois Coaticook Inc.,Forest Products Mill,Saw,,,,,45.15999985,-71.80000305
La Baie,Scierie Gauthier Ltee,Forest Products Mill,Saw,,,,,48.34999847,-70.76999664
Nouvelle-Ouest,Produits forestiers Temrex Inc. - Nouvelle-Ouest Division,Forest Products Mill,Saw,,,,,48.15000153,-66.36000061
Castlegar,Mercer,Forest Products Mill,Pulp,,,,,49.31999969,-117.6600037
Pembroke,Carson Lake Lumber Ltd.,Forest Products Mill,Saw,,,,,45.84999847,-77.26000214
Saint-Alphonse,Rosario Poirier Inc.,Forest Products Mill,Saw,,,,,48.18000031,-65.62999725
Galloway,Galloway Lumber Ltd.,Forest Products Mill,Saw,,,,,49.36999893,-115.2300034
Bishop's Falls,Exploits Pelletizing,Forest Products Mill,Pellets,,,,,49.00999832,-55.47999954
Digby,Conway Workshop Association,Forest Products Mill,Saw,,,,,44.61999893,-65.76000214
Canal Flats,Canfor,Forest Products Mill,Saw,,,,,50.15000153,-115.8000031
Dolbeau,Produits For Canbo,Forest Products Mill,Saw,,,,,48.86999893,-72.23000336
Thunder Bay,Resolute,Forest Products Mill,Pulp,,,,,48.38000107,-89.25
Chibougamou,Les Chantiers de Chibogamou,Forest Products Mill,Saw,,,,,49.93000031,-74.37999725
Norbertville,Jacques Beaudoin,Forest Products Mill,Saw,,,,,45.75999832,-71.41000366
Thunder Bay,Resolute Forest Products,Forest Products Mill,Saw,,,,,48.36000061,-89.23999786
Nairn Sawmill,EACOM Timber Corporation,Forest Products Mill,Saw,,,,,46.34000015,-81.61000061
Middle Hainesville,Hainesville Sawmill Ltd.,Forest Products Mill,Saw,,,,,46.08000183,-67.08000183
Black Point,Parsons Lumber Company Ltd.,Forest Products Mill,Saw,,,,,44.65000153,-63.97999954
Qualicum Beach,Longhouse Trading Co Ltd,Forest Products Mill,Saw,,,,,49.31000137,-124.3499985
Blainville,Simon Lussier Ltee.,Forest Products Mill,Saw,,,,,45.66999817,-73.87000275
Plateau Sawmill,Canfor,Forest Products Mill,Saw,,,,,54.02000046,-124.3300018
Wolfville,S. G. Levy & Sons Ltd.,Forest Products Mill,Saw,,,,,45.09000015,-64.36000061
Vanderhoof,Vanderhoof Specialty Wood Products,Forest Products Mill,Pellets,,,,,54.00999832,-124.0100021
Thrums,Kalesnikoff,Forest Products Mill,Saw,,,,,49.38999939,-117.5500031
Portneuf,Metro Paper,Forest Products Mill,Pulp,,,,,46.70000076,-71.88999939
Grand Lake Timber,J.D. Irving Limited,Forest Products Mill,Saw,,,,,46.16999817,-65.88999939
Saint-ludger,Les Bois Poulin Inc.,Forest Products Mill,Saw,,,,,45.74000168,-70.69000244
Timmins,Little John Enterprises Ltd.,Forest Products Mill,Saw,,,,,48.5,-81.37000275
Woodlands Sawmill,Terminal FP Ltd (Woodlands Div),Forest Products Mill,Saw,,,,,49.20000076,-123.0899963
Rocky Mountain House,Strachan Forest Products,Forest Products Mill,Saw,,,,,52.36999893,-114.9199982
Nanaimo,Western Forest Products,Forest Products Mill,Saw,,,,,49.15999985,-123.9300003
Atikokan,Atikokan Renewable Fuels,Forest Products Mill,Pellets,,,,,48.75,-91.61000061
Mackenzie Sawmill,Canfor,Forest Products Mill,Saw,,,,,55.34000015,-123.1800003
Heffley Creek,Tolko,Forest Products Mill,Plywood,,,,,50.84000015,-120.2799988
Sundance Edson,West Fraser,Forest Products Mill,Saw,,,,,53.56000137,-116.5800018
Swan Valley,Louisiana-Pacific,Forest Products Mill,OSB,,,,,52.09000015,-100.9700012
Halo Sawmill,Delta Cedar,Forest Products Mill,Saw,,,,,49.25,-122.7300034
Bowmanville,Woodley's Sawmill,Forest Products Mill,Saw,,,,,43.90999985,-78.69000244
Peace River,Paul's Sawmill & Planer,Forest Products Mill,Saw,,,,,56.22999954,-117.2900009
Swan River,Valley Lions Recycling,Forest Products Mill,Pellets,,,,,52.09999847,-101.2600021
Valemount,Hauer Bros Lum Ltd.,Forest Products Mill,Saw,,,,,52.79999924,-119.2399979
La Sarre,Norbord,Forest Products Mill,OSB,,,,,48.79999924,-79.19000244
Grande Praire Weyerhauser,Weyerhaeuser,Forest Products Mill,Saw,,,,,55.06999969,-118.6800003
Tappen,Lakeside Timber,Forest Products Mill,Saw,,,,,50.77999878,-119.3300018
100 Mile House,Ainsworth Engineered,Forest Products Mill,OSB,,,,,51.65000153,-121.3700027
Summerford,Cottles Island Lumber Company,Forest Products Mill,Pellets,,,,,49.47999954,-54.77999878
Matagami Sawmill,EACOM Timber Corporation,Forest Products Mill,Saw,,,,,49.72999954,-77.69999695
"Plaster Rock, Sawmill",Twin Rivers Paper Company,Forest Products Mill,Saw,,,,,46.90000153,-67.38999939
Wileville,Elmer M. Lohnes Lumbering Ltd.,Forest Products Mill,Saw,,,,,44.36999893,-64.55000305
Sainte-Therese,Commonwealth Plywood Ltd.,Forest Products Mill,Plywood,,,,,45.63999939,-73.83999634
Hubbards,L-P,Forest Products Mill,Pulp,,,,,44.63999939,-64.05000305
Trois Rivieres,Kruger,Forest Products Mill,Pulp,,,,,46.34000015,-72.54000092
Coulson Lumber,Coulson Group,Forest Products Mill,Saw,,,,,49.27000046,-124.7900009
Frenchvale,Hugh MacInis Lumber Ltd.,Forest Products Mill,Saw,,,,,46.11000061,-60.38000107
Shipshaw,Scierie Girard Enr.,Forest Products Mill,Saw,,,,,48.52999878,-71.29000092
Palmer Rapids,George Stein Ltd.,Forest Products Mill,Saw,,,,,45.31999969,-77.51999664
Brantford,Sonoco,Forest Products Mill,Pulp,,,,,43.13999939,-80.26000214
Les Bergeronnes,Bersaco Inc.,Forest Products Mill,Saw,,,,,48.24000168,-69.55000305
South River,Almaguin Forest Products,Forest Products Mill,Saw,,,,,45.84000015,-79.37000275
Lac-Brome,Scierie West Brome Inc.,Forest Products Mill,Saw,,,,,45.20999908,-72.58999634
St. Stephen,SWP Industries Inc.,Forest Products Mill,Saw,,,,,45.18999863,-67.27999878
Elmwood,Klemmer Lumber Ltd.,Forest Products Mill,Saw,,,,,44.24000168,-81.05999756
La Crete Sawmills,La Crete Sawmills Ltd,Forest Products Mill,Saw,,,,,58.15000153,-116.3600006
Papineauville,Lauzon Recycled Wood Energy,Forest Products Mill,Pellets,,,,,45.61000061,-75.01000214
Dolbeau-Mistassini,Resolute Forest Products,Forest Products Mill,Saw,,,,,48.88999939,-72.18000031
Isle Pierre Sawmill,Canfor,Forest Products Mill,Saw,,,,,53.91999817,-123.2600021
Tatamagouche,Trijec Lumber Ltd.,Forest Products Mill,Saw,,,,,45.70999908,-63.29000092
Lac au Brochet,Produit For Labrieville,Forest Products Mill,Saw,,,,,49.29999924,-69.55999756
Candiac,Cascades,Forest Products Mill,Pulp,,,,,45.40000153,-73.51999664
Armstrong,Tolko,Forest Products Mill,Plywood,,,,,50.38999939,-119.2200012
Mississauga,Norampac,Forest Products Mill,Pulp,,,,,43.68999863,-79.66999817
Winnipeg,DeFehr Furniture,Forest Products Mill,PB,,,,,49.93000031,-97.05999756
High Prairie,Tolko,Forest Products Mill,OSB,,,,,55.43999863,-116.6399994
Athalmer,North Star Planing,Forest Products Mill,Saw,,,,,50.52000046,-116.0299988
Grande Cache,Foothills Forest Products,Forest Products Mill,Pellets,,,,,53.88000107,-119.1299973
Thunder Bay,Resolute Forest Products,Forest Products Mill,Pellets,,,,,48.40000153,-89.30999756
Saint-Prime,Industries Bois Lamontagne Inc.,Forest Products Mill,Saw,,,,,48.59999847,-72.33999634
Breakeyville,Cascades,Forest Products Mill,Pulp,,,,,46.68000031,-71.22000122
St. Chrysostome,Arseanult Sawmill Ltd,Forest Products Mill,Saw,,,,,46.52000046,-64.09999847
New Westminster,Kruger,Forest Products Mill,Pulp,,,,,49.20999908,-122.9100037
Williams Lake,West Fraser,Forest Products Mill,Plywood,,,,,52.15000153,-122.1699982
Saint-Augustin-de-Woburn,Multibois,Forest Products Mill,Saw,,,,,45.38999939,-70.86000061
Mackenzie,Paper Excellence,Forest Products Mill,Pulp,,,,,55.34000015,-123.0899963
Fredericton,Devon Lumber Co.,Forest Products Mill,Saw,,,,,45.95999908,-66.62000275
Barriere,Gilbert Smith Forest Products Ltd.,Forest Products Mill,Saw,,,,,51.18000031,-120.1299973
Gogama Sawmill,EACOM Timber Corporation,Forest Products Mill,Saw,,,,,47.47000122,-81.62000275
Upper Stewiacke,Edwin Blaikie Lumber Ltd.,Forest Products Mill,Saw,,,,,45.22000122,-62.99000168
Peace Valley Ft St John,Louisiana-Pacific,Forest Products Mill,OSB,,,,,56.22999954,-120.7699966
Saint-Prosper,Le Spécialiste du Bardeau de Cèdre Inc. (SBC Inc.) (SBC Cedar),Forest Products Mill,Saw,,,,,46.20999908,-70.54000092
Merritt,Woodville Pellet Corpotation,Forest Products Mill,Pellets,,,,,50.09999847,-120.7799988
Mistassini,Scierie Gaston Morin,Forest Products Mill,Saw,,,,,48.88000107,-72.19999695
Prince George,Pacific Bioenergy,Forest Products Mill,Pellets,,,,,53.90999985,-122.75
Margaree,Larch Wood Enterprises Inc.,Forest Products Mill,Saw,,,,,46.40000153,-61.06999969
Moncton,Caledonia Forest Products Inc.,Forest Products Mill,Saw,,,,,46.08000183,-64.83999634
Saint-Benoit-Labre,Clermond Hamel,Forest Products Mill,Saw,,,,,46.08000183,-70.80000305
Boisaco,Boisaco Inc.,Forest Products Mill,Saw,,,,,48.27999878,-69.87999725
Girardville,Resolute Forest Products,Forest Products Mill,Saw,,,,,49.11999893,-72.59999847
Saint-Côme-Linière,Les Produits Forestiers D.G. ltée. - Saint-Come-Liniere Division,Forest Products Mill,Saw,,,,,46.00999832,-70.48000336
Malakwa,Eagle River Industries Inc.,Forest Products Mill,Saw,,,,,50.95999908,-118.7399979
Val-d'Or,"Uniboard Canada, Inc.",Forest Products Mill,PB,,,,,48.11999893,-77.77999878
Saint-Thomas,Resolute Forest Products,Forest Products Mill,Saw,,,,,48.91999817,-72.65000153
Killaloe,Ben Hokum & Son,Forest Products Mill,Saw,,,,,45.59000015,-77.40000153
Sainte-Irène-de-Matapedia,Scierie de Sainte-Irène Ltée.,Forest Products Mill,Saw,,,,,48.43999863,-67.58000183
Saint John,J.D. Irving,Forest Products Mill,Pulp,,,,,45.27000046,-66.05999756
Glaslyn,L&M Wood Products,Forest Products Mill,Saw,,,,,53.36000061,-108.3499985
Merrit,Ardew,Forest Products Mill,Saw,,,,,50.09999847,-120.7799988
Windsor,Domtar,Forest Products Mill,Pulp,,,,,45.58000183,-72
Mashteuiatsh,Les Ind Piékougame,Forest Products Mill,Saw,,,,,48.52999878,-72.26000214
Slave Lake/Athabasca,Tolko,Forest Products Mill,OSB,,,,,55.27000046,-114.5899963
Rivière-Saint-Jean,Scierie Rivière Saint-Jean Inc.,Forest Products Mill,Saw,,,,,50.31000137,-64.31999969
Surrey,Mill & Tim Prod,Forest Products Mill,Saw,,,,,49.20999908,-122.8700027
Sacre-Coeur,Granulco,Forest Products Mill,Pellets,,,,,48.22999954,-69.80000305
Montreal,Kruger,Forest Products Mill,Pulp,,,,,45.50999832,-73.55000305
Englehart,Georgia-Pacific,Forest Products Mill,OSB,,,,,47.83000183,-79.88999939
Saint-Georges,Arbec Forest Products,Forest Products Mill,OSB,,,,,46.63000107,-72.63999939
Richmond,"Goldwood Industries, Ltd",Forest Products Mill,Saw,,,,,49.20999908,-123.0800018
Harry Freeman Greenfield,Harry Freeman & Son,Forest Products Mill,Saw,,,,,44.27000046,-64.83999634
Surrey,MacKenzie Sawmill Ltd,Forest Products Mill,Saw,,,,,49.22000122,-122.8600006
Hinton,West Fraser,Forest Products Mill,Pulp,,,,,53.40999985,-117.5599976
Sussex Sawmill,J.D. Irving Limited,Forest Products Mill,Saw,,,,,45.74000168,-65.51000214
St-Quentin,Groupe Savoie,Forest Products Mill,Pellets,,,,,47.5,-67.37999725
Quesnel Sawmill Canfor,Canfor,Forest Products Mill,Saw,,,,,53,-122.5100021
AB Plywood Ltd.,West Fraser,Forest Products Mill,Plywood,,,,,53.5,-113.4899979
Barwick,Ainsworth Engineered,Forest Products Mill,OSB,,,,,48.63999939,-93.97000122
"Caledonia, NS",N F Douglas Lumber Co,Forest Products Mill,Saw,,,,,44.36999893,-65.01999664
Dégelis,Groupe Lebel,Forest Products Mill,Saw,,,,,47.54999924,-68.63999939
Boucherville,Danzer Groupe - Interforest Lumber Inc.,Forest Products Mill,Plywood,,,,,45.56000137,-73.43000031
Prince George,Canfor Co.,Forest Products Mill,Pulp,,,,,53.93000031,-122.6999969
Senneterre,Tembec,Forest Products Mill,Saw,,,,,48.34999847,-77.18000031
Williams Lake,Pinnacle Pellet,Forest Products Mill,Pellets,,,,,52.13000107,-122.1299973
Whitecourt,Millar,Forest Products Mill,Pulp,,,,,54.13999939,-115.6999969
East Angus,Cascades,Forest Products Mill,Pulp,,,,,45.47999954,-71.66999817
Winnipeg,Winnipeg Forest Products Inc.,Forest Products Mill,Saw,,,,,49.86999893,-97.02999878
Tatamagouche,Bonnyman & Byers Ltd.,Forest Products Mill,Saw,,,,,45.68999863,-63.24000168
West Northfield,J. A. Turner & Sons (1987) Ltd.,Forest Products Mill,Saw,,,,,44.43999863,-64.58000183
Pointe-à-la-Croix,GDS Industries,Forest Products Mill,Saw,,,,,48.02999878,-66.70999908
Acorn,Interfor,Forest Products Mill,Saw,,,,,49.18000031,-122.9199982
Glenwood,A.L. Stuckless & Sons,Forest Products Mill,Saw,,,,,48.97999954,-54.90999985
Dawson Creek,Louisiana-Pacific,Forest Products Mill,OSB,,,,,55.79000092,-120.2799988
Thessalon,Midway Lum Mills,Forest Products Mill,Saw,,,,,46.27999878,-83.55999756
Savona,Savona Specialty Plywood Co.,Forest Products Mill,Plywood,,,,,50.75999832,-120.8099976
Baker Brook,J.D. Irving Limited,Forest Products Mill,Saw,,,,,47.29999924,-68.48000336
Saint-Côme-Linière,GDS Industries,Forest Products Mill,Saw,,,,,46.00999832,-70.48000336
Barraute,Norbord-Optibois Inc.,Forest Products Mill,Saw,,,,,48.43999863,-77.62999725
Rivière-Saint-Jean,GDS Industries,Forest Products Mill,Saw,,,,,50.31000137,-64.31999969
Maniwaki,Louisiana-Pacific,Forest Products Mill,OSB,,,,,46.5,-75.91000366
Veneer Sawmill,J.D. Irving Limited,Forest Products Mill,Saw,,,,,47.31000137,-67.70999908
Meadow Creek,Cooper Creek Cedar Ltd.,Forest Products Mill,Saw,,,,,50.24000168,-116.9700012
Grand-Mère,Resolute,Forest Products Mill,Pulp,,,,,46.61999893,-72.69000244
